Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
1962-01-02,3.517211638020181,3.57583166515578,3.4820390497454365,3.5054872035980225,345317,0.0,0.0,GE
1962-01-03,3.487899596602824,3.487899596602824,3.458589954567266,3.4703140258789062,236606,0.0,0.0,GE
1962-01-04,3.470317009530042,3.4996266767649757,3.399972521180594,3.4292821884155273,294159,0.0,0.0,GE
1962-01-05,3.429279242917327,3.435141457325905,3.282728887642604,3.3413496017456055,436442,0.0,0.0,GE
1962-01-08,3.3413529238197386,3.3413529238197386,3.2358361770186463,3.3354907035827637,495593,0.0,0.0,GE
1962-01-09,3.335490394546684,3.3823863646172776,3.312042230763378,3.3530759811401367,372494,0.0,0.0,GE
1962-01-10,3.3530751996294885,3.3882477946026888,3.3413518354622678,3.370661497116089,313343,0.0,0.0,GE
1962-01-11,3.3706610387715163,3.37652325630188,3.312041008443195,3.37652325630188,260586,0.0,0.0,GE
1962-01-12,3.376523711388173,3.38238557221271,3.31790367315907,3.329627752304077,270178,0.0,0.0,GE
1962-01-15,3.3354878271609847,3.376521903449085,3.3354878271609847,3.364797830581665,338922,0.0,0.0,GE
1962-01-16,3.3648017153814798,3.4058361965412924,3.3413539000709287,3.3941121101379395,222218,0.0,0.0,GE
1962-01-17,3.38824714582887,3.38824714582887,3.2944545305153556,3.3179030418395996,342119,0.0,0.0,GE
1962-01-18,3.3179044504572133,3.3530759811401367,3.312042230763378,3.3530759811401367,236606,0.0,0.0,GE
1962-01-19,3.3530751164066195,3.382385492324829,3.3530751164066195,3.382385492324829,212626,0.0,0.0,GE
1962-01-22,3.3882498881881853,3.435145876305442,3.3882498881881853,3.3941121101379395,227014,0.0,0.0,GE
1962-01-23,3.38238557221271,3.38238557221271,3.31790367315907,3.329627752304077,364501,0.0,0.0,GE
1962-01-24,3.3296298136675757,3.4058361965412924,3.317905727264223,3.3941121101379395,255790,0.0,0.0,GE
1962-01-25,3.394109615929337,3.4175570565130555,3.3354892269905796,3.3589370250701904,254191,0.0,0.0,GE
1962-01-26,3.3589383042068124,3.3648005240810597,3.3354904971979074,3.3472142219543457,161467,0.0,0.0,GE
1962-01-29,3.3472141189423192,3.364800420527807,3.341352614240519,3.3530759811401367,163066,0.0,0.0,GE
1962-01-30,3.394111914426094,3.4468697639548176,3.394111914426094,3.4116971492767334,284566,0.0,0.0,GE
1962-01-31,3.4116967060764667,3.517213821411133,3.405835557714543,3.517213821411133,300553,0.0,0.0,GE
1962-02-01,3.5172093200988486,3.534795602646459,3.458589331595162,3.493760824203491,410863,0.0,0.0,GE
1962-02-02,3.493765992083141,3.511352300643921,3.47031853399186,3.511352300643921,236606,0.0,0.0,GE
1962-02-05,3.505487982978744,3.505487982978744,3.4468679428100586,3.4468679428100586,225415,0.0,0.0,GE
1962-02-06,3.458590825966704,3.493762333771772,3.458590825966704,3.4820382595062256,166264,0.0,0.0,GE
1962-02-07,3.4820412113021852,3.517213821411133,3.4703178420900747,3.517213821411133,270178,0.0,0.0,GE
1962-02-08,3.517211513042006,3.5406596660614014,3.5113492960392305,3.5406596660614014,281369,0.0,0.0,GE
1962-02-09,3.540660687087893,3.540660687087893,3.4761784264376208,3.5230743885040283,241402,0.0,0.0,GE
1962-02-12,3.5230743885040283,3.534798825890576,3.5054880899201635,3.5230743885040283,131092,0.0,0.0,GE
1962-02-13,3.528937671048602,3.5641095638275146,3.528937671048602,3.5641095638275146,193441,0.0,0.0,GE
1962-02-14,3.5641096407434723,3.6051441123645294,3.5582474201564334,3.5934200286865234,258987,0.0,0.0,GE
1962-02-15,3.5992787332036724,3.657899100150964,3.5992787332036724,3.646174669265747,298955,0.0,0.0,GE
1962-02-16,3.646177466218447,3.652039686157916,3.593419631739422,3.6227293014526367,374093,0.0,0.0,GE
