Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
1980-06-02,0.0,1.109655357714722,1.1020547151565552,1.1020547151565552,118800,0.0,0.0,AON
1980-06-03,0.0,1.1172555685043335,1.1020547718650688,1.1172555685043335,141750,0.0,0.0,AON
1980-06-04,0.0,1.1172555685043335,1.1096554148143423,1.1172555685043335,102600,0.0,0.0,AON
1980-06-05,0.0,1.1248557567596436,1.109655062794407,1.1248557567596436,575100,0.0,0.0,AON
1980-06-06,0.0,1.1324567186512446,1.1096558570861816,1.1096558570861816,88425,0.0,0.0,AON
1980-06-09,0.0,1.1248561136017505,1.1096554148143423,1.1172555685043335,151875,0.0,0.0,AON
1980-06-10,0.0,1.1476563215255737,1.1096547916034114,1.1476563215255737,238275,0.0,0.0,AON
1980-06-11,0.0,1.193259596824646,1.1400571359684104,1.193259596824646,154575,0.0,0.0,AON
1980-06-12,0.0,1.2312612169975654,1.1932591789942142,1.2160605192184448,213300,0.0,0.0,AON
1980-06-13,0.0,1.254062472837603,1.2236605900658144,1.231261134147644,369225,0.0,0.0,AON
1980-06-16,0.0,1.2388617992401123,1.2160605561747966,1.2388617992401123,509625,0.0,0.0,AON
1980-06-17,0.0,1.2616626255120593,1.208459795457685,1.231261134147644,168750,0.0,0.0,AON
1980-06-18,0.0,1.231262331832469,1.2084609709629603,1.2236617803573608,293625,0.0,0.0,AON
1980-06-19,0.0,1.223661373724764,1.200860411839954,1.2084605693817139,53325,0.0,0.0,AON
1980-06-20,0.0,1.2312612169975654,1.2008597235874743,1.2160605192184448,71550,0.0,0.0,AON
1980-06-23,0.0,1.238862883307577,1.2084609709629603,1.2236617803573608,24975,0.0,0.0,AON
1980-06-24,0.0,1.2236617803573608,1.2008608108956065,1.2236617803573608,147825,0.0,0.0,AON
1980-06-25,0.0,1.231261922674148,1.2084605693817139,1.2084605693817139,123525,0.0,0.0,AON
1980-06-26,0.0,1.2008599691545163,1.170458469527542,1.1780586242675781,114750,0.0,0.0,AON
1980-06-27,0.0,1.1932594230070004,1.170458469527542,1.1780586242675781,109350,0.0,0.0,AON
1980-06-30,0.0,1.1780585905819905,1.1476570918243212,1.1628578901290894,108000,0.0,0.0,AON
1980-07-01,0.0,1.208459938654998,1.1628577451306326,1.200859785079956,150525,0.0,0.0,AON
1980-07-02,0.0,1.193259596824646,1.17805879587098,1.193259596824646,43875,0.0,0.0,AON
1980-07-03,0.0,1.231261134147644,1.1932590987013991,1.231261134147644,56700,0.0,0.0,AON
1980-07-07,0.0,1.2540625953330384,1.2236607095916274,1.2388617992401123,111375,0.0,0.0,AON
1980-07-08,0.0,1.2236606724043053,1.2084598767733348,1.2160605192184448,110700,0.0,0.0,AON
1980-07-09,0.0,1.24646183090393,1.2160604373913582,1.231261134147644,33075,0.0,0.0,AON
1980-07-10,0.0,1.2084602999264276,1.193259596824646,1.193259596824646,70200,0.0,0.0,AON
1980-07-11,0.0,1.1856592682669642,1.1552577686399896,1.1780586242675781,1334475,0.0,0.0,AON
1980-07-14,0.0,1.216061216183004,1.1552581945146163,1.2084605693817139,256500,0.0,0.0,AON
1980-07-15,0.0,1.216060945032971,1.1856594409775236,1.193259596824646,366525,0.0,0.0,AON
1980-07-16,0.0,1.2160605192184448,1.1856590258083537,1.2160605192184448,264600,0.0,0.0,AON
1980-07-17,0.0,1.216061216183004,1.200860411839954,1.2084605693817139,91125,0.0,0.0,AON
1980-07-18,0.0,1.2236617803573608,1.2008608108956065,1.2236617803573608,193725,0.0,0.0,AON
1980-07-21,0.0,1.2236606724043053,1.2084598767733348,1.2160605192184448,44550,0.0,0.0,AON
1980-07-22,0.0,1.223661373724764,1.200860411839954,1.2084605693817139,284850,0.0,0.0,AON
1980-07-23,0.0,1.200859785079956,1.178058443688136,1.200859785079956,141750,0.0,0.0,AON
1980-07-24,0.0,1.2084602999264276,1.1856594409775236,1.193259596824646,168750,0.0,0.0,AON
1980-07-25,0.0,1.2160605814893144,1.1932592400974944,1.200859785079956,58725,0.0,0.0,AON
1980-07-28,0.0,1.2008601440793052,1.1856594409775236,1.193259596824646,58050,0.0,0.0,AON
1980-07-29,0.0,1.200859785079956,1.1932592400974944,1.200859785079956,39825,0.0,0.0,AON
1980-07-30,0.0,1.216061216183004,1.200860411839954,1.2084605693817139,452925,0.0,0.0,AON
1980-07-31,0.0,1.2084602999264276,1.1856594409775236,1.193259596824646,117450,0.0,0.0,AON
1980-08-01,0.0,1.1932594230070004,1.170458469527542,1.1780586242675781,112725,0.0,0.0,AON
1980-08-04,0.0,1.200859785079956,1.178058443688136,1.200859785079956,80325,0.0,0.0,AON
1980-08-05,0.0,1.2084602999264276,1.193259596824646,1.193259596824646,74925,0.0,0.0,AON
1980-08-06,0.0,1.1856592893600464,1.1704584903501993,1.1856592893600464,104625,0.0,0.0,AON
1980-08-07,0.0,1.1856592893600464,1.1628579440674682,1.1856592893600464,139725,0.0,0.0,AON
1980-08-08,0.0,1.216061216183004,1.200860411839954,1.2084605693817139,342900,0.0,0.0,AON
1980-08-11,0.0,1.2160605814893144,1.200859785079956,1.200859785079956,56025,0.0,0.0,AON
1980-08-12,0.0,1.208459938654998,1.1932592400974944,1.200859785079956,97200,0.0,0.0,AON
1980-08-13,0.0,1.2236606724043053,1.1932591789942142,1.2160605192184448,340200,0.0,0.0,AON
1980-08-14,0.0,1.2084605693817139,1.200860411839954,1.2084605693817139,72225,0.0,0.0,AON
1980-08-15,0.0,1.231261134147644,1.208459795457685,1.231261134147644,178875,0.0,0.0,AON
1980-08-18,0.0,1.231262331832469,1.2084609709629603,1.2236617803573608,71550,0.0,0.0,AON
1980-08-19,0.0,1.2236617803573608,1.2008608108956065,1.2236617803573608,68175,0.0,0.0,AON
1980-08-20,0.0,1.231261922674148,1.2084605693817139,1.2084605693817139,56700,0.0,0.0,AON
1980-08-21,0.0,1.2236606724043053,1.2084598767733348,1.2160605192184448,238950,0.0,0.0,AON
1980-08-22,0.0,1.2236606724043053,1.2008597235874743,1.2160605192184448,122175,0.0,0.0,AON
